0	0	0	0
1	0	1	0
2	0	2	0
3	1	3	1
4	2	4	2
5	3	5	3
6	4	6	4
7	5	7	5
8	6	8	6
9	7	9	7
10	8	10	8
11	9	11	9
12	10	12	10
13	11	13	11
14	12	14	12
15	13	15	13
16	14	16	14
17	15	17	15
18	16	18	16
19	17	19	17
20	18	20	18
21	19	21	19
22	20	22	20
23	21	23	21
24	22	24	22
25	23	25	23
26	24	26	24
27	25	27	25
28	26	28	26
29	27	29	27
30	28	30	28
31	29	31	29
32	30	32	30
33	31	33	31
34	32	34	32
35	33	35	33
36	34	36	34
37	35	37	35
38	36	38	36
39	37	39	37
40	38	40	38
41	39	41	39
42	40	42	40
43	41	43	41
44	42	44	42
45	43	45	43
46	44	46	44
47	45	47	45
48	46	48	46
49	47	49	47
50	48	50	48
51	49	51	49
52	50	52	50
53	51	53	51
54	52	54	52
55	53	55	53
56	54	56	54
57	55	57	55
58	56	58	56
59	57	59	57
60	58	60	58
61	59	61	59
62	60	62	60
63	61	63	61
64	62	64	62
65	63	65	63
66	64	66	64
67	65	67	65
68	66	68	66
69	67	69	67
70	68	70	68
71	70	71	69
72	71	72	70
73	72	73	71
74	73	74	72
75	74	75	73
76	75	76	74
77	76	77	75
78	77	78	76
79	78	79	77
80	79	80	78
81	80	81	79
82	81	82	80
83	82	83	82
84	83	84	83
85	84	85	84
86	85	86	85
87	86	87	86
88	87	88	87
89	88	89	88
90	89	90	89
91	90	91	90
92	91	92	91
93	92	93	92
94	93	94	93
95	94	95	94
96	95	96	95
97	96	97	96
98	97	98	97
99	98	99	98
100	99	100	99
101	100	101	100
102	101	102	101
103	102	103	102
104	103	104	103
105	104	105	104
106	105	106	105
107	106	107	106
108	107	108	107
109	108	109	108
110	109	110	109
111	110	111	110
112	111	112	111
113	112	113	112
114	113	114	113
115	114	115	114
116	115	116	115
117	116	117	116
118	117	118	117
119	118	119	118
120	119	120	119
121	120	121	120
122	121	122	121
123	122	123	122
124	123	124	123
125	124	125	124
126	125	126	125
127	126	127	127
